こんにちは。,こんにちは。
待った？,大丈夫。
その服新しく買ったの？,うん、どうかな？
うん、どうかな？,良いと思う。
どうかな？,良いと思う。
良いと思う。,ありがとう。
お腹すいた。,何か食べようか。
何を頼むの？,ケーキとコーヒーかな。
そっちは何を頼むの？,紅茶とクッキーかな。
少し分けてよ。,良いよ。
少し頂戴。,どうしようかな。
最近調子どう？,そこそこだね。
そこそこだね。,そこそこ。
何か良いことあった。,いつも通りだよ。
美味しい。,それは良かった。
甘いものが好きなの？,うん。
最近ペットを飼いたくて。,ペット？
ペット？,そう。
犬可愛いよね。,わかる。
ハムスターも好き。,そうなんだ。
飼うの大変そう。,確かにそうだね。
難しいね。,うん。
今度動物園に行くか。,それは良いね。
まだお腹が空いたな。,もっと食べる？
もっと食べる？,そうする。
お腹いっぱい。,それは良かった。
最近姉さんが厳しくて。,それは大変だね。
片付けしろとか言われる。,なるほど。
悪い人じゃないんだけど。,そうだね。
妹は可愛いんだけどね。,そうなんだ。
最近妹に彼氏が出来た。,本当に？
本当に？,本当。
その人が凄い格好良くて。,そうなんだ。
今日も家に来るって。,なるほど。
彼性格も良いんだよね。,それは凄いね。
私も彼氏欲しい。,わかる。
俺も彼女欲しい。,わかる。
ごちそうさま。,ごちそうさま。
これから予定は？,家でゆっくりする。
君はこれからどうするの？,買い物に行こうかな。
買い物に行こうかな。,いいね。
何を買うの？,本とかかな。
本とかかな。,いいね。
それじゃあまた。,またね。
