ただいま。,おかえりなさい。
おかえりなさい。,うん、ただいま。
良い臭いがするね。,おっ、気づいた？
おっ、気づいた？,うん。
カレーで合っている？,そう。
美味しそう。,ありがとう。
早く食べたいな。,手を洗ってからね。
手を洗ってからね。,はい。
荷物預かるよ。,ありがとう。
はい、どうぞ。,ありがとう。
いただきます。,いただきます。
美味しい。,本当？
本当？,本当。
ごちそうさまでした。,ごちそうさま。
今日は大学どうだった？,いつも通りだよ、そっちは？
いつも通りだよ、そっちは？,同じく。
そっちはどうだった。,同じく。
今日宿題ある？,ないよ。
今日は宿題ないよ。,それならゲームでもする？
それならゲームでもする？,良いね。
何のゲームする？,ボートゲームが良い。
楽しかった。,うん、楽しかった。
じゃあそろそろお風呂入ってくるね。,いってらっしゃい。
いってらっしゃい。,いってきます。
ただいま。,おかえり。
次お風呂どうぞ。,うん、じゃあお風呂いただきます。
いい湯だった。,おかえりなさい。
ちょっと眠くなってきた。,私も。
私も眠くなってきた。,そろそろ寝よっか。
そろそろ寝よっか。,うん、おやすみ。
うん、おやすみ。,おやすみなさい。
