おはようございます。,おはよう。
おはよう。,おはよう。
朝ご飯食べた？,食べた。あなたは？
顔洗ってきた？,洗ってきた。
よく眠れた？,眠れました。
朝食は何を食べますか？,パンを食べようと思います。
朝食の準備は出来ていますか？,もう少しかかります。
ゴミ出しをしてきてくれる？,ちょっとそれは難しいです。
顔は洗ってきた？,大丈夫です、洗ってきました。
何か飲みますか？,コーヒーを飲みたいです。
歯磨きは済ませた？,済ませました。
最近低血圧で辛いんだよね,それは大変ですね。
今日は良い天気ですね。,そうですね、どこかへ行く予定がありますか？
どこかへ行く予定はありますか？,今日は家にいるつもりです。
雨が振っていますね。,そうですか？外を出る際には傘を忘れないようにして下さい。
朝焼けが綺麗ですね。,おはようございます、早起きですね。
今日は涼しいですね。,外に出るにはちょうどよいかも知れませんね。
今日は蒸し暑いなぁ。,水分補給はしっかり取ったほうが良いかも知れません。
もう夏なのに涼しいね。,過ごしやすくてちょうどよいかも知れません。
冬なのに暖かいな。,今年は雪が少なそうですね。
今日は風が強いですね。,傘が折れてしまわないように気をつけて下さい。
全然眠れなかったよ。,今日は無理しないほうが良いですね。
寝苦しい夜が続きますね。,風邪を引いていませんか？
朝から花粉が厳しい。,花粉の飛ぶ季節ですからね、薬は飲みましたか？
一応薬は飲んだよ。,多少は症状が軽減されると良いですね。
おはよー！,おはようございます、元気が良いですね。
おはよ！,おはようございます、元気が良いですね。
もう少し寝かせて。,時間は大丈夫ですか？
今日も暑いね。,こうも暑いとやる気が出ませんね。
体がだるい。,少し休んではいかがですか？
ご飯食べられない。,今日は無理をしないほうが良いかも知れません。
最近体の調子が良いんだよね。,この調子が続くと良いですね。
喉が乾いた。,取り敢えず何か一口飲みましょう。
お腹空いたなぁ。,何か口に入れてはいかがですか？
今日は辛い一日になりそうだ。,無理はしないでくださいね。
今日は長い一日になりそうだ。,大変そうですが、無茶は禁物です。
最近調子はどう？,まあ、そこそこといったところです。
朝食用意するの面倒くさいなぁ。,簡単なもので済ませるという手もありますね。
洋服どうしたら良いと思う？,難しいですけど、奇をてらわない方が良いと思います。
今日は良い夢を見た。,そのまま良い一日が過ごせると良いでね。
今日は会社だ。,なんとか乗り切りましょう。
学校行くの面倒。,きっと楽しいこともありますよ。
家から出たくない。,もう少しだけ寝てしまうのも良いかも知れません。
眠いなぁ。,顔を洗うと良いですよ。
あ、ゴミ出し忘れた。,次は忘れないようにしましょうね。
ゴミ捨てしに行かないと。,行ってらっしゃいませ。
行ってきます。,気をつけて。
それじゃあ、行ってきます。,行ってらっしゃい。
今日も一日頑張ってきます。,応援しています。
それじゃあ行ってきます。,気をつけて。
こんにちは。,こんにちは。
小腹が空きましたね。,軽く軽食を取ってはどうですか？
小腹がすきましたね。,食事の時間までもう少しです。
喉が乾きました。,紅茶でも飲みましょう。
お昼ご飯はなんですか？,お気に召すままに。
今日は晴れましたね。,良い天気ですね。
雨が振ってきそうです。,傘を用意したほうが良いですね。
来る途中に転んじゃって。,それはお気の毒に。消毒はしましたか？
はい。,そうですか。
いいえ。,そうでしたか。
最近うまく行かないことが多くて。,きっとそのうち良いことがありますよ。
最近調子が良いんだよね。,それは良い傾向ですね。
休みは何をしているの？,本を読んだり、外出をしたりすることもあります。
どこへ行くのが好きですか？,自然の多いところへ行くのが好きです。
家では普段何をしているんですか？,映画を見たりゲームをしたりします。
最近の流行りは何？,ちょっと追いきれていません。
後半日で終わりだ。,もうひと頑張りです。
お昼はどこで食べよう。,簡単に済ませるのも良いと思います。
豪勢なお昼ご飯を食べたいな。,美味しい物を食べると幸せになると聞きます。
もうお腹いっぱいです。,少し休んだほうが良いと思います。
よく食べた。,良いことだと思います。
まだ半日もあるのか。,後半日じゃないですか。
風が気持ち良いですね。,過ごしやすくて良かったです。
綺麗な青空。,なにか良いことがありそうですね。
今日は少し暑いな。,水分補給は十分に取って下さい。
少し肌寒い気がする。,防寒対策は大丈夫ですか？
眠気が取れない。,昨晩寝付きが悪かったんですか？
よく眠れなくて。,今日は無理をしないほうが良いですね。
雲が多い気がするね。,雨が振らないと良いのですが。
午後は忙しくなりそう。,頑張って下さい。
午前中はつかれました。,お疲れ様でした。
昼食は適当に済ませようかな？,栄養はしっかり取ってくださいね。
サボりたい。,まあまあ、そう言わずに。
仕事の調子が良くないんだ。,そのうちうまく行きますよ。
雪が降っていますね。,外を出るときは気をつけて下さいね。
綺麗な雪景色。,キラキラしていますね。
頭がよく回っていないんだよね。,仮眠を取ったほうが良いと思います。
また話しましょう。,そうですね。
今日は少しゆっくりできそう。,それは良いですね。
今夜は焼肉だ。,美味しそうですね。
それではまた。,また。
それじゃあまた。,また今度。
午後も頑張るぞ。,はい、応援しています。
今日は調子が出なくて。,そういう日もあります。
ちょっと眠いな。,少し仮眠をとるのも良いと思います。
最近腹の調子が悪くて。,それはお気の毒に。
勉強辛いなぁ。,無理せず頑張りましょう。
残りの仕事も片付けるぞ。,頑張って下さい。
後少しで帰れる。,それは嬉しいですね。
さて、行ってきます。,いってらっしゃい。
ただいま。,おかえりなさい。
宿題やらなきゃ。,頑張って下さい。
ただいま。,お疲れ様でした。
今日は大変な一日だった。,お疲れ様でした。
お腹空いた。,早めに食事をしましょう。
今日は汗かいたな。,風邪を引かないように気をつけて下さい。
ちょっと体が冷えるね。,暖かくして寝ましょう。
蒸し暑い夜だね。,少し冷房を入れたほうが良いですね。
月が綺麗ですね。,はい、綺麗ですね。
今日はもう寝よう。,おやすみなさい。
おやすみなさい。,良い夢を。
今日は良い夢を見れそう。,そうだと良いですね。
夕飯美味しかった。,それは良かったですね。
満腹。,胃もたれしませんでしたか？
疲れた。,ゆっくり休んで下さい。
今夜は焼肉だ。,美味しそうですね。
外食に行こうかな。,良いと思います。
明日早いんだよね。,あら、早く寝たほうが良いですね。
今日はゆっくり眠れそう。,しっかり休んで下さい。
回らない寿司が食べたい。,良いアイデアです。
眠い。,睡眠は重要です。
早く風呂に入ろう。,良いですね。
夕飯食べる気にならない。,何も食べないのは良くないと思います。
明日は晴れそうだね。,それは良いですね。
明日は暑くならないと良いけれど。,こうも暑いと辛いですね。
今日は寒かったね。,鳥肌が立ちました。
今日は過ごしやすかった。,こんな日が続くと良いですね。
今日は充実した日だった。,こんな日が続くと良いですね。
今日は蒸し暑かったね。,茹で上がりそうでした。
蒸し暑くて眠れないなぁ。,冷房をつけてみてはどうですか？
寒くて寝られない。,毛布を使うと良いですね。
眠れないなぁ。,羊の数を数えると良いですよ。
明日はお休みの日だ。,楽しい休日を。
明日は休日だ。,楽しい休日を。
明日も会社だ。,早めに休んだほうが良いですね。
明日も学校だ。,早めに休んだほうが良いですね。
明日はゆっくりできそう。,しっかり休んで置きましょう。
夕飯はどうしようか？,お財布と相談しましょう。
風呂に入るの面倒くさい。,入ったほうが良いと思います。
夕飯おいしかった。,それは良かったです。
ご飯おいしかった。,それは良かったです。
お風呂気持ちよかった。,それは良かったです。
なんだか眠くなってきた。,おやすみなさい。
最近寝付きが悪くて。,枕を替えてはどうですか？
明日が楽しみ。,良い一日になると良いですね。
明日は不安だ。,きっとうまく行きますよ。
また明日。,はい。
今日はもう寝ます。,おやすみなさい。
今日は早く寝ます。,それが良いと思います。
おやすみなさい。,おやすみなさい。
